0
"[[[2.6744452e+02 1.3965660e+02 9.1691363e-01]
  [2.6970932e+02 1.7506111e+02 9.2834920e-01]
  [2.4118953e+02 1.7620229e+02 8.7894291e-01]
  [2.2409404e+02 2.2065878e+02 8.9124680e-01]
  [2.2864517e+02 2.1039511e+02 8.7031484e-01]
  [2.9826672e+02 1.7275354e+02 8.7711263e-01]
  [3.1763669e+02 2.1496089e+02 9.0629292e-01]
  [3.0397440e+02 2.0468776e+02 9.1819048e-01]
  [2.7089374e+02 2.6405029e+02 7.5172019e-01]
  [2.5262367e+02 2.6404108e+02 7.2742844e-01]
  [2.5718845e+02 3.4045465e+02 8.1376064e-01]
  [2.5949756e+02 3.9978561e+02 7.7380830e-01]
  [2.8915649e+02 2.6514047e+02 7.3811316e-01]
  [2.8797348e+02 3.3817120e+02 8.1677002e-01]
  [2.8572525e+02 4.0095105e+02 7.7950847e-01]
  [2.5951047e+02 1.3394478e+02 9.6917599e-01]
  [2.7316776e+02 1.3283017e+02 9.4857329e-01]
  [2.5145917e+02 1.4080580e+02 9.1968340e-01]
  [2.8340936e+02 1.3854247e+02 8.9505827e-01]
  [2.8684744e+02 4.0896301e+02 3.7762910e-01]
  [2.9485779e+02 4.0780069e+02 4.5977485e-01]
  [2.8113165e+02 4.0551025e+02 5.7833618e-01]
  [2.6172571e+02 4.0782346e+02 4.7869426e-01]
  [2.5265317e+02 4.0776068e+02 5.7823765e-01]
  [2.6290323e+02 4.0546078e+02 5.2493370e-01]]]"
"[[[2.5603830e+02 1.4541034e+02 9.0399361e-01]
  [2.8341306e+02 1.6936717e+02 7.2651827e-01]
  [2.7772812e+02 1.7046037e+02 6.4700067e-01]
  [0.0000000e+00 0.0000000e+00 0.0000000e+00]
  [0.0000000e+00 0.0000000e+00 0.0000000e+00]
  [2.8796744e+02 1.6932997e+02 8.4656006e-01]
  [2.8571747e+02 2.1500652e+02 9.2071408e-01]
  [2.6970016e+02 2.5834372e+02 9.0308470e-01]
  [2.8230103e+02 2.5834177e+02 5.9506613e-01]
  [2.8229965e+02 2.5832166e+02 4.7892290e-01]
  [2.8225473e+02 3.3705475e+02 3.7402529e-01]
  [2.8454526e+02 3.9976843e+02 4.2179686e-01]
  [2.8227557e+02 2.5948300e+02 6.0815448e-01]
  [2.8112643e+02 3.3933356e+02 6.8545896e-01]
  [2.8572955e+02 4.0431323e+02 7.4421442e-01]
  [0.0000000e+00 0.0000000e+00 0.0000000e+00]
  [2.5944122e+02 1.3971039e+02 9.6658593e-01]
  [0.0000000e+00 0.0000000e+00 0.0000000e+00]
  [2.7431906e+02 1.4079042e+02 9.4116002e-01]
  [2.5718860e+02 4.0436496e+02 5.7953393e-01]
  [2.6403983e+02 4.0778531e+02 5.1929873e-01]
  [2.9366385e+02 4.0667084e+02 6.0405654e-01]
  [2.5720914e+02 4.0207770e+02 3.3006167e-01]
  [2.5946411e+02 4.0092188e+02 2.8988343e-01]
  [2.9367770e+02 4.0436060e+02 1.1076956e-01]]]"
"[[[2.98281708e+02 1.20292870e+02 9.19206858e-01]
  [2.99367950e+02 1.56814240e+02 8.92329454e-01]
  [2.67457489e+02 1.54524811e+02 8.67545843e-01]
  [2.48029114e+02 1.93327438e+02 8.35480094e-01]
  [2.54873993e+02 2.03558960e+02 8.72514188e-01]
  [3.32437988e+02 1.59038452e+02 8.70752692e-01]
  [3.50711304e+02 2.00151428e+02 9.06168222e-01]
  [3.42709137e+02 2.05853439e+02 9.11176682e-01]
  [2.94817932e+02 2.58309845e+02 7.20223069e-01]
  [2.73169159e+02 2.57192078e+02 7.01396108e-01]
  [2.67469910e+02 3.31304291e+02 7.78215766e-01]
  [2.70905548e+02 3.99765869e+02 7.93159425e-01]
  [3.15325500e+02 2.59462036e+02 6.95641041e-01]
  [3.07393768e+02 3.31329407e+02 8.10909450e-01]
  [2.98230103e+02 4.00920288e+02 7.58648872e-01]
  [2.93687103e+02 1.14582275e+02 9.48145092e-01]
